연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
2363,3,324,금호,2025-09,476360
2364,3,325,옥수,2025-09,576429
2365,3,326,압구정,2025-09,1898454
2366,3,327,신사,2025-09,1670899
2367,3,328,잠원,2025-09,415026
2368,3,329,고속터미널(3),2025-09,2977629
2369,3,330,교대(3),2025-09,799462
2370,3,331,남부터미널,2025-09,1840440
2371,3,332,양재,2025-09,2293057
2372,3,333,매봉,2025-09,741496
2373,3,334,도곡,2025-09,365371
2374,3,335,대치,2025-09,777113
2375,3,336,학여울,2025-09,142189
2376,3,337,대청,2025-09,645834
2377,3,338,일원,2025-09,662562
2378,3,339,수서,2025-09,1149157
2379,3,340,가락시장(3),2025-09,535654
2380,3,341,경찰병원,2025-09,448337
2381,3,342,오금(3),2025-09,370971
2382,4,409,불암산,2025-09,570701
2383,4,410,상계,2025-09,1154872
2384,4,411,노원(4),2025-09,1340316
2385,4,412,창동,2025-09,1712067
2386,4,413,쌍문,2025-09,1703638
2387,4,414,수유,2025-09,2081397
2388,4,415,미아,2025-09,969961
2389,4,416,미아사거리,2025-09,1572664
2390,4,417,길음,2025-09,1330851
2391,4,418,성신여대입구,2025-09,1406175
2392,4,419,한성대입구,2025-09,927056
2393,4,420,혜화,2025-09,2223245
2394,4,421,동대문(4),2025-09,1151415
2395,4,422,동대문역사문화공원(4),2025-09,1164290
2396,4,423,충무로(4),2025-09,1968961
2397,4,424,명동,2025-09,2360560
2398,4,425,회현,2025-09,1706235
2399,4,426,서울역(4),2025-09,1092326
2400,4,427,숙대입구,2025-09,970461
2401,4,428,삼각지(4),2025-09,447202
2402,4,429,신용산,2025-09,1354970
2403,4,430,이촌,2025-09,667892
2404,4,431,동작,2025-09,163132
2405,4,432,이수(총신대입구),2025-09,1235520
2406,4,433,사당(4),2025-09,1531852
2407,4,434,남태령,2025-09,81314
2408,5,2511,방화,2025-09,423264
2409,5,2512,개화산,2025-09,367923
2410,5,2513,김포공항(5),2025-09,623430
2411,5,2514,송정,2025-09,372590
2412,5,2515,마곡,2025-09,901462
2413,5,2516,발산,2025-09,1406043
2414,5,2517,우장산,2025-09,914532
2415,5,2518,화곡,2025-09,1656875
2416,5,2519,까치산(5),2025-09,1632821
2417,5,2520,신정,2025-09,748890
2418,5,2521,목동,2025-09,1044665
2419,5,2522,오목교,2025-09,1326597
2420,5,2523,양평(5),2025-09,490627
2421,5,2524,영등포구청(5),2025-09,307364
2422,5,2525,영등포시장,2025-09,733980
2423,5,2526,신길(5),2025-09,317021
2424,5,2527,여의도(5),2025-09,1773166
2425,5,2528,여의나루,2025-09,963739
2426,5,2529,마포,2025-09,908204
2427,5,2530,공덕(5),2025-09,882255
2428,5,2531,애오개,2025-09,394911
2429,5,2532,충정로(5),2025-09,296970
2430,5,2533,서대문,2025-09,1144871
2431,5,2534,광화문,2025-09,2058030
2432,5,2535,종로3가(5),2025-09,954917
2433,5,2536,을지로4가(5),2025-09,400913
2434,5,2537,동대문역사문화공원(5),2025-09,207758
2435,5,2538,청구(5),2025-09,203993
2436,5,2539,신금호,2025-09,394671
2437,5,2540,행당,2025-09,461648
2438,5,2541,왕십리(5),2025-09,301589
2439,5,2542,마장,2025-09,361593
2440,5,2543,답십리,2025-09,951801
2441,5,2544,장한평,2025-09,1187772
2442,5,2545,군자(5),2025-09,772032
2443,5,2546,아차산,2025-09,900127
2444,5,2547,광나루,2025-09,697785
2445,5,2548,천호(5),2025-09,1209431
2446,5,2549,강동,2025-09,1126366
2447,5,2550,길동,2025-09,542635
2448,5,2551,굽은다리,2025-09,587298
2449,5,2552,명일,2025-09,503797
2450,5,2553,고덕,2025-09,624129
2451,5,2554,상일동,2025-09,870327
2452,5,2555,둔촌동,2025-09,795645
2453,5,2556,올림픽공원(5),2025-09,309530
2454,5,2557,방이,2025-09,463975
2455,5,2558,오금(5),2025-09,228524
2456,5,2559,개롱,2025-09,410499
2457,5,2560,거여,2025-09,608481
2458,5,2561,마천,2025-09,417983
2459,5,2562,강일,2025-09,356269
2460,5,2563,미사,2025-09,1091576
2461,5,2564,하남풍산,2025-09,282277
2462,5,2565,하남시청,2025-09,508384
2463,5,2566,하남검단산,2025-09,392499
2464,6,2611,응암,2025-09,1090315
2465,6,2612,역촌,2025-09,261294
2466,6,2613,불광(6),2025-09,288030
2467,6,2614,독바위,2025-09,172283
2468,6,2616,구산,2025-09,447117
2469,6,2617,새절,2025-09,749991
2470,6,2618,증산,2025-09,567484
2471,6,2619,디지털미디어시티(6),2025-09,935686
2472,6,2620,월드컵경기장,2025-09,460703
2473,6,2621,마포구청,2025-09,875488
2474,6,2622,망원,2025-09,1018408
2475,6,2623,합정(6),2025-09,835902
2476,6,2624,상수,2025-09,713600
2477,6,2625,광흥창,2025-09,584913
2478,6,2626,대흥,2025-09,642423
2479,6,2627,공덕(6),2025-09,1132341
2480,6,2628,효창공원앞,2025-09,464248
2481,6,2629,삼각지(6),2025-09,485969
2482,6,2630,녹사평,2025-09,343442
2483,6,2631,이태원,2025-09,799674
2484,6,2632,한강진,2025-09,705311
2485,6,2633,버티고개,2025-09,138864
2486,6,2634,약수(6),2025-09,230626
2487,6,2635,청구(6),2025-09,226268
2488,6,2636,신당(6),2025-09,524755
2489,6,2637,동묘앞(6),2025-09,558468
2490,6,2638,창신,2025-09,210156
2491,6,2639,보문,2025-09,495113
2492,6,2640,안암,2025-09,923141
2493,6,2641,고려대,2025-09,571659
2494,6,2642,월곡,2025-09,742060
2495,6,2643,상월곡,2025-09,409239
2496,6,2644,돌곶이,2025-09,697318
2497,6,2645,석계(6),2025-09,782343
2498,6,2646,태릉입구(6),2025-09,387787
2499,6,2647,화랑대,2025-09,672442
2500,6,2648,봉화산,2025-09,515677
2501,7,2711,장암,2025-09,126990
2502,7,2712,도봉산(7),2025-09,613266
2503,7,2713,수락산,2025-09,766858
2504,7,2714,마들,2025-09,789515
2505,7,2715,노원(7),2025-09,1251977
2506,7,2716,중계,2025-09,873449
2507,7,2717,하계,2025-09,1069380
2508,7,2718,공릉,2025-09,765258
2509,7,2719,태릉입구(7),2025-09,531251
2510,7,2720,먹골,2025-09,616622
2511,7,2721,중화,2025-09,656130
2512,7,2722,상봉(7),2025-09,1042857
2513,7,2723,면목,2025-09,910489
2514,7,2724,사가정,2025-09,976946
2515,7,2725,용마산,2025-09,357500
2516,7,2726,중곡,2025-09,647526
2517,7,2727,군자(7),2025-09,829001
2518,7,2728,어린이대공원,2025-09,1131962
2519,7,2729,건대입구(7),2025-09,902710
2520,7,2730,자양,2025-09,741384
2521,7,2731,청담,2025-09,1137962
2522,7,2732,강남구청,2025-09,1025480
2523,7,2733,학동,2025-09,1350010
2524,7,2734,논현,2025-09,1142620
2525,7,2735,반포,2025-09,420193
2526,7,2736,고속터미널(7),2025-09,994543
2527,7,2737,내방,2025-09,883367
2528,7,2738,이수(7),2025-09,1018220
2529,7,2739,남성,2025-09,680971
2530,7,2740,숭실대입구,2025-09,934754
2531,7,2741,상도,2025-09,779904
2532,7,2742,장승배기,2025-09,583543
2533,7,2743,신대방삼거리,2025-09,900710
2534,7,2744,보라매,2025-09,419621
2535,7,2745,신풍,2025-09,715672
2536,7,2746,대림(7),2025-09,549811
2537,7,2747,남구로,2025-09,905683
2538,7,2748,가산디지털단지(7),2025-09,2442548
2539,7,2749,철산,2025-09,1366416
2540,7,2750,광명사거리,2025-09,1293412
2541,7,2751,천왕,2025-09,702246
2542,7,2752,온수(7),2025-09,602009
2543,8,2810,암사역사공원,2025-09,387760
2544,8,2811,암사,2025-09,936777
2545,8,2812,천호(8),2025-09,1120271
2546,8,2813,강동구청,2025-09,638220
2547,8,2814,몽촌토성,2025-09,453386
2548,8,2815,잠실(8),2025-09,1217506
2549,8,2816,석촌(8),2025-09,551127
2550,8,2817,송파,2025-09,583586
2551,8,2818,가락시장(8),2025-09,546702
2552,8,2819,문정,2025-09,1337945
2553,8,2820,장지,2025-09,983389
2554,8,2821,복정(8),2025-09,559687
2555,8,2822,산성,2025-09,379654
2556,8,2823,남한산성입구,2025-09,783686
2557,8,2824,단대오거리,2025-09,715313
2558,8,2825,신흥,2025-09,319985
2559,8,2826,수진,2025-09,328458
2560,8,2827,모란(8),2025-09,286598
2561,8,2828,남위례,2025-09,451567
2562,9,4126,언주,2025-09,412218
2563,9,4127,선정릉,2025-09,359316
2564,9,4128,삼성중앙,2025-09,292272
2565,9,4129,봉은사,2025-09,796918
2566,9,4130,종합운동장(9),2025-09,195266
2567,9,4131,삼전,2025-09,317710
2568,9,4132,석촌고분,2025-09,275639
2569,9,4133,석촌(9),2025-09,361688
2570,9,4134,송파나루,2025-09,235636
2571,9,4135,한성백제,2025-09,134723
2572,9,4136,올림픽공원(9),2025-09,323750
2573,9,4137,둔촌오륜,2025-09,175411
2574,9,4138,중앙보훈병원,2025-09,466952
2575,1,150,서울역(1),2025-10,4272057
2576,1,151,시청(1),2025-10,1565677
2577,1,152,종각,2025-10,2111787
2578,1,153,종로3가(1),2025-10,1482085
2579,1,154,종로5가,2025-10,1380984
2580,1,155,동대문(1),2025-10,791749
2581,1,156,신설동(1),2025-10,798720
2582,1,157,제기동,2025-10,984877
2583,1,158,청량리,2025-10,1384466
2584,1,159,동묘앞(1),2025-10,666609
2585,2,201,시청(2),2025-10,1406028
2586,2,202,을지로입구,2025-10,2857611
2587,2,203,을지로3가(2),2025-10,1394915
2588,2,204,을지로4가(2),2025-10,806243
2589,2,205,동대문역사문화공원(2),2025-10,1023167
2590,2,206,신당(2),2025-10,871021
2591,2,207,상왕십리,2025-10,793861
2592,2,208,왕십리(2),2025-10,872393
2593,2,209,한양대,2025-10,724019
2594,2,210,뚝섬,2025-10,1430285
2595,2,211,성수,2025-10,3137825
2596,2,212,건대입구(2),2025-10,2254751
2597,2,213,구의,2025-10,1511330
2598,2,214,강변,2025-10,1589726
2599,2,215,잠실나루,2025-10,800956
2600,2,216,잠실(2),2025-10,4641130
2601,2,217,잠실새내,2025-10,1321857
2602,2,218,종합운동장(2),2025-10,742958
2603,2,219,삼성,2025-10,2800074
2604,2,220,선릉,2025-10,2717658
2605,2,221,역삼,2025-10,2626177
2606,2,222,강남,2025-10,4267354
2607,2,223,교대(2),2025-10,1726758
2608,2,224,서초,2025-10,1151894
2609,2,225,방배,2025-10,958607
2610,2,226,사당(2),2025-10,2474132
2611,2,227,낙성대,2025-10,1542136
2612,2,228,서울대입구,2025-10,2553537
2613,2,229,봉천,2025-10,1321278
2614,2,230,신림,2025-10,3104016
2615,2,231,신대방,2025-10,1401457
2616,2,232,구로디지털단지,2025-10,3052782
2617,2,233,대림(2),2025-10,1421037
2618,2,234,신도림,2025-10,2682004
2619,2,235,문래,2025-10,1257432
2620,2,236,영등포구청(2),2025-10,1233976
2621,2,237,당산,2025-10,1097461
2622,2,238,합정(2),2025-10,1929568
2623,2,239,홍대입구,2025-10,4655721
2624,2,240,신촌,2025-10,2249526
2625,2,241,이대,2025-10,1038676
2626,2,242,아현,2025-10,618302
2627,2,243,충정로(2),2025-10,564540
2628,2,244,용답,2025-10,182637
2629,2,245,신답,2025-10,101579
2630,2,246,신설동(2),2025-10,222929
2631,2,247,도림천,2025-10,76082
2632,2,248,양천구청,2025-10,392705
2633,2,249,신정네거리,2025-10,583921
2634,2,250,용두,2025-10,163415
2635,3,309,지축,2025-10,431755
2636,3,310,구파발,2025-10,1264044
2637,3,311,연신내(3),2025-10,2105606
2638,3,312,불광(3),2025-10,997596
2639,3,313,녹번,2025-10,814615
2640,3,314,홍제,2025-10,1026325
2641,3,315,무악재,2025-10,239468
2642,3,316,독립문,2025-10,495886
2643,3,317,경복궁,2025-10,1663582
2644,3,318,안국,2025-10,1704530
2645,3,319,종로3가(3),2025-10,716888
2646,3,320,을지로3가(3),2025-10,690100
2647,3,322,동대입구,2025-10,726928
2648,3,323,약수(3),2025-10,711629
2649,3,324,금호,2025-10,444913
2650,3,325,옥수,2025-10,533772
2651,3,326,압구정,2025-10,1738969
2652,3,327,신사,2025-10,1481161
2653,3,328,잠원,2025-10,384728
2654,3,329,고속터미널(3),2025-10,3030273
2655,3,330,교대(3),2025-10,695470
2656,3,331,남부터미널,2025-10,1754725
2657,3,332,양재,2025-10,2007524
2658,3,333,매봉,2025-10,657212
2659,3,334,도곡,2025-10,323308
2660,3,335,대치,2025-10,715310
2661,3,336,학여울,2025-10,128716
2662,3,337,대청,2025-10,577576
2663,3,338,일원,2025-10,588638
2664,3,339,수서,2025-10,1075388
2665,3,340,가락시장(3),2025-10,494627
2666,3,341,경찰병원,2025-10,395462
2667,3,342,오금(3),2025-10,335324
2668,4,409,불암산,2025-10,539238
2669,4,410,상계,2025-10,1077884
2670,4,411,노원(4),2025-10,1277244
2671,4,412,창동,2025-10,1595784
2672,4,413,쌍문,2025-10,1589291
2673,4,414,수유,2025-10,1971689
2674,4,415,미아,2025-10,903414
2675,4,416,미아사거리,2025-10,1483121
2676,4,417,길음,2025-10,1225345
2677,4,418,성신여대입구,2025-10,1299534
2678,4,419,한성대입구,2025-10,869860
2679,4,420,혜화,2025-10,2212285
2680,4,421,동대문(4),2025-10,1101926
2681,4,422,동대문역사문화공원(4),2025-10,1129147
2682,4,423,충무로(4),2025-10,1781019
2683,4,424,명동,2025-10,2391050
2684,4,425,회현,2025-10,1631550
2685,4,426,서울역(4),2025-10,1016649
2686,4,427,숙대입구,2025-10,871507
2687,4,428,삼각지(4),2025-10,425287
2688,4,429,신용산,2025-10,1256616
2689,4,430,이촌,2025-10,688732
2690,4,431,동작,2025-10,148342
2691,4,432,이수(총신대입구),2025-10,1159624
2692,4,433,사당(4),2025-10,1415668
2693,4,434,남태령,2025-10,74355
2694,5,2511,방화,2025-10,403229
2695,5,2512,개화산,2025-10,342832
2696,5,2513,김포공항(5),2025-10,635908
2697,5,2514,송정,2025-10,359129
2698,5,2515,마곡,2025-10,827250
2699,5,2516,발산,2025-10,1302126
2700,5,2517,우장산,2025-10,845347
2701,5,2518,화곡,2025-10,1547353
2702,5,2519,까치산(5),2025-10,1537696
2703,5,2520,신정,2025-10,694825
2704,5,2521,목동,2025-10,959225
2705,5,2522,오목교,2025-10,1203324
2706,5,2523,양평(5),2025-10,435013
2707,5,2524,영등포구청(5),2025-10,276207
2708,5,2525,영등포시장,2025-10,675363
2709,5,2526,신길(5),2025-10,284268
2710,5,2527,여의도(5),2025-10,1499257
2711,5,2528,여의나루,2025-10,870121
2712,5,2529,마포,2025-10,779625
2713,5,2530,공덕(5),2025-10,774113
2714,5,2531,애오개,2025-10,359272
2715,5,2532,충정로(5),2025-10,259612
2716,5,2533,서대문,2025-10,995219
2717,5,2534,광화문,2025-10,1912383
2718,5,2535,종로3가(5),2025-10,983151
2719,5,2536,을지로4가(5),2025-10,370667
2720,5,2537,동대문역사문화공원(5),2025-10,181768
2721,5,2538,청구(5),2025-10,186862
2722,5,2539,신금호,2025-10,362195
2723,5,2540,행당,2025-10,421549
2724,5,2541,왕십리(5),2025-10,281732
2725,5,2542,마장,2025-10,330059
2726,5,2543,답십리,2025-10,867397
2727,5,2544,장한평,2025-10,1090231
2728,5,2545,군자(5),2025-10,717200
2729,5,2546,아차산,2025-10,891489
2730,5,2547,광나루,2025-10,644936
2731,5,2548,천호(5),2025-10,1155487
2732,5,2549,강동,2025-10,1020548
2733,5,2550,길동,2025-10,511830
2734,5,2551,굽은다리,2025-10,547809
2735,5,2552,명일,2025-10,465777
2736,5,2553,고덕,2025-10,567571
2737,5,2554,상일동,2025-10,792800
2738,5,2555,둔촌동,2025-10,735712
2739,5,2556,올림픽공원(5),2025-10,326753
2740,5,2557,방이,2025-10,423020
2741,5,2558,오금(5),2025-10,201108
2742,5,2559,개롱,2025-10,369793
2743,5,2560,거여,2025-10,553226
2744,5,2561,마천,2025-10,382462
2745,5,2562,강일,2025-10,332807
2746,5,2563,미사,2025-10,1041123
2747,5,2564,하남풍산,2025-10,260436
2748,5,2565,하남시청,2025-10,489189
2749,5,2566,하남검단산,2025-10,389718
2750,6,2611,응암,2025-10,1026478
2751,6,2612,역촌,2025-10,240736
2752,6,2613,불광(6),2025-10,269421
2753,6,2614,독바위,2025-10,159390
2754,6,2616,구산,2025-10,411773
2755,6,2617,새절,2025-10,695763
2756,6,2618,증산,2025-10,532668
2757,6,2619,디지털미디어시티(6),2025-10,834711
2758,6,2620,월드컵경기장,2025-10,552178
2759,6,2621,마포구청,2025-10,811164
2760,6,2622,망원,2025-10,999751
2761,6,2623,합정(6),2025-10,791610
2762,6,2624,상수,2025-10,672718
2763,6,2625,광흥창,2025-10,521902
2764,6,2626,대흥,2025-10,561901
2765,6,2627,공덕(6),2025-10,1013421
2766,6,2628,효창공원앞,2025-10,429775
2767,6,2629,삼각지(6),2025-10,443374
2768,6,2630,녹사평,2025-10,352899
2769,6,2631,이태원,2025-10,836344
2770,6,2632,한강진,2025-10,641181
2771,6,2633,버티고개,2025-10,128056
2772,6,2634,약수(6),2025-10,209324
2773,6,2635,청구(6),2025-10,208968
2774,6,2636,신당(6),2025-10,466627
2775,6,2637,동묘앞(6),2025-10,554098
2776,6,2638,창신,2025-10,188913
2777,6,2639,보문,2025-10,454457
2778,6,2640,안암,2025-10,750858
2779,6,2641,고려대,2025-10,511373
2780,6,2642,월곡,2025-10,670288
2781,6,2643,상월곡,2025-10,368937
2782,6,2644,돌곶이,2025-10,641086
2783,6,2645,석계(6),2025-10,716485
2784,6,2646,태릉입구(6),2025-10,356851
2785,6,2647,화랑대,2025-10,599613
2786,6,2648,봉화산,2025-10,468775
2787,7,2711,장암,2025-10,118792
2788,7,2712,도봉산(7),2025-10,577575
2789,7,2713,수락산,2025-10,722315
2790,7,2714,마들,2025-10,734196
2791,7,2715,노원(7),2025-10,1168890
2792,7,2716,중계,2025-10,795586
2793,7,2717,하계,2025-10,983468
2794,7,2718,공릉,2025-10,700757
2795,7,2719,태릉입구(7),2025-10,488828
2796,7,2720,먹골,2025-10,576789
2797,7,2721,중화,2025-10,616652
2798,7,2722,상봉(7),2025-10,990731
2799,7,2723,면목,2025-10,836626
2800,7,2724,사가정,2025-10,911610
2801,7,2725,용마산,2025-10,334442
2802,7,2726,중곡,2025-10,599181
2803,7,2727,군자(7),2025-10,775717
2804,7,2728,어린이대공원,2025-10,996063
2805,7,2729,건대입구(7),2025-10,816521
2806,7,2730,자양,2025-10,660219
2807,7,2731,청담,2025-10,986932
2808,7,2732,강남구청,2025-10,899520
2809,7,2733,학동,2025-10,1158740
2810,7,2734,논현,2025-10,1016457
2811,7,2735,반포,2025-10,383090
2812,7,2736,고속터미널(7),2025-10,973053
2813,7,2737,내방,2025-10,782719
2814,7,2738,이수(7),2025-10,931399
2815,7,2739,남성,2025-10,621286
2816,7,2740,숭실대입구,2025-10,806651
2817,7,2741,상도,2025-10,685122
2818,7,2742,장승배기,2025-10,529844
2819,7,2743,신대방삼거리,2025-10,827994
2820,7,2744,보라매,2025-10,379170
2821,7,2745,신풍,2025-10,659494
2822,7,2746,대림(7),2025-10,565815
2823,7,2747,남구로,2025-10,825487
2824,7,2748,가산디지털단지(7),2025-10,2123953
2825,7,2749,철산,2025-10,1266294
2826,7,2750,광명사거리,2025-10,1233737
2827,7,2751,천왕,2025-10,648256
2828,7,2752,온수(7),2025-10,537686
2829,8,2810,암사역사공원,2025-10,369916
2830,8,2811,암사,2025-10,878594
2831,8,2812,천호(8),2025-10,1064202
2832,8,2813,강동구청,2025-10,581112
2833,8,2814,몽촌토성,2025-10,425110
2834,8,2815,잠실(8),2025-10,1227833
2835,8,2816,석촌(8),2025-10,531851
2836,8,2817,송파,2025-10,535881
2837,8,2818,가락시장(8),2025-10,498767
2838,8,2819,문정,2025-10,1150187
2839,8,2820,장지,2025-10,919246
2840,8,2821,복정(8),2025-10,502723
2841,8,2822,산성,2025-10,356183
2842,8,2823,남한산성입구,2025-10,712838
2843,8,2824,단대오거리,2025-10,660002
2844,8,2825,신흥,2025-10,306273
2845,8,2826,수진,2025-10,304179
2846,8,2827,모란(8),2025-10,283857
2847,8,2828,남위례,2025-10,418355
2848,9,4126,언주,2025-10,357263
2849,9,4127,선정릉,2025-10,313393
2850,9,4128,삼성중앙,2025-10,250832
2851,9,4129,봉은사,2025-10,741518
2852,9,4130,종합운동장(9),2025-10,178573
2853,9,4131,삼전,2025-10,291058
2854,9,4132,석촌고분,2025-10,253835
2855,9,4133,석촌(9),2025-10,336557
2856,9,4134,송파나루,2025-10,218239
2857,9,4135,한성백제,2025-10,126535
2858,9,4136,올림픽공원(9),2025-10,344956
2859,9,4137,둔촌오륜,2025-10,155724
2860,9,4138,중앙보훈병원,2025-10,411017
2861,1,150,서울역(1),2025-11,4589398
2862,1,151,시청(1),2025-11,1725675
2863,1,152,종각,2025-11,2306570
2864,1,153,종로3가(1),2025-11,1541646
2865,1,154,종로5가,2025-11,1440243
2866,1,155,동대문(1),2025-11,785177
2867,1,156,신설동(1),2025-11,854071
2868,1,157,제기동,2025-11,1020882
2869,1,158,청량리,2025-11,1449961
2870,1,159,동묘앞(1),2025-11,700038
2871,2,201,시청(2),2025-11,1568069
2872,2,202,을지로입구,2025-11,3103670
2873,2,203,을지로3가(2),2025-11,1506251
2874,2,204,을지로4가(2),2025-11,879657
2875,2,205,동대문역사문화공원(2),2025-11,1071498
2876,2,206,신당(2),2025-11,931491
2877,2,207,상왕십리,2025-11,850019
2878,2,208,왕십리(2),2025-11,960412
2879,2,209,한양대,2025-11,845919
2880,2,210,뚝섬,2025-11,1547152
2881,2,211,성수,2025-11,3490128
2882,2,212,건대입구(2),2025-11,2424122
2883,2,213,구의,2025-11,1639520
2884,2,214,강변,2025-11,1655891
2885,2,215,잠실나루,2025-11,869004
2886,2,216,잠실(2),2025-11,4898274
2887,2,217,잠실새내,2025-11,1412065
2888,2,218,종합운동장(2),2025-11,718878
2889,2,219,삼성,2025-11,3270353
2890,2,220,선릉,2025-11,3021069
2891,2,221,역삼,2025-11,2928023
2892,2,222,강남,2025-11,4665397
2893,2,223,교대(2),2025-11,1921366
2894,2,224,서초,2025-11,1310406
2895,2,225,방배,2025-11,1060265
2896,2,226,사당(2),2025-11,2712992
2897,2,227,낙성대,2025-11,1657740
2898,2,228,서울대입구,2025-11,2759881
2899,2,229,봉천,2025-11,1414011
2900,2,230,신림,2025-11,3289658
2901,2,231,신대방,2025-11,1467369
2902,2,232,구로디지털단지,2025-11,3294228
2903,2,233,대림(2),2025-11,1489689
2904,2,234,신도림,2025-11,2923484
2905,2,235,문래,2025-11,1378718
2906,2,236,영등포구청(2),2025-11,1362818
2907,2,237,당산,2025-11,1188498
2908,2,238,합정(2),2025-11,2057957
2909,2,239,홍대입구,2025-11,4744835
2910,2,240,신촌,2025-11,2412390
2911,2,241,이대,2025-11,1173518
2912,2,242,아현,2025-11,659487
2913,2,243,충정로(2),2025-11,623999
2914,2,244,용답,2025-11,194085
2915,2,245,신답,2025-11,110564
2916,2,246,신설동(2),2025-11,248791
2917,2,247,도림천,2025-11,85083
2918,2,248,양천구청,2025-11,419300
2919,2,249,신정네거리,2025-11,614842
2920,2,250,용두,2025-11,164263
2921,3,309,지축,2025-11,454984
2922,3,310,구파발,2025-11,1321903
2923,3,311,연신내(3),2025-11,2199437
2924,3,312,불광(3),2025-11,1041928
2925,3,313,녹번,2025-11,874240
2926,3,314,홍제,2025-11,1088422
2927,3,315,무악재,2025-11,253890
2928,3,316,독립문,2025-11,516374
2929,3,317,경복궁,2025-11,1863556
2930,3,318,안국,2025-11,1794554
2931,3,319,종로3가(3),2025-11,737989
2932,3,320,을지로3가(3),2025-11,748099
2933,3,322,동대입구,2025-11,853628
2934,3,323,약수(3),2025-11,767808
2935,3,324,금호,2025-11,474955
2936,3,325,옥수,2025-11,564497
2937,3,326,압구정,2025-11,1896500
2938,3,327,신사,2025-11,1619888
2939,3,328,잠원,2025-11,421234
2940,3,329,고속터미널(3),2025-11,3137422
2941,3,330,교대(3),2025-11,782021
2942,3,331,남부터미널,2025-11,1884803
2943,3,332,양재,2025-11,2263525
2944,3,333,매봉,2025-11,716102
2945,3,334,도곡,2025-11,362783
2946,3,335,대치,2025-11,735048
2947,3,336,학여울,2025-11,167210
2948,3,337,대청,2025-11,630366
2949,3,338,일원,2025-11,652396
2950,3,339,수서,2025-11,1149448
2951,3,340,가락시장(3),2025-11,546340
2952,3,341,경찰병원,2025-11,428785
2953,3,342,오금(3),2025-11,365354
2954,4,409,불암산,2025-11,558219
2955,4,410,상계,2025-11,1131213
2956,4,411,노원(4),2025-11,1324046
2957,4,412,창동,2025-11,1674004
2958,4,413,쌍문,2025-11,1669353
2959,4,414,수유,2025-11,2062007
2960,4,415,미아,2025-11,952803
2961,4,416,미아사거리,2025-11,1550112
2962,4,417,길음,2025-11,1314481
2963,4,418,성신여대입구,2025-11,1395389
2964,4,419,한성대입구,2025-11,929540
2965,4,420,혜화,2025-11,2432024
2966,4,421,동대문(4),2025-11,1156594
2967,4,422,동대문역사문화공원(4),2025-11,1183350
2968,4,423,충무로(4),2025-11,1974373
2969,4,424,명동,2025-11,2508665
2970,4,425,회현,2025-11,1795409
2971,4,426,서울역(4),2025-11,1128761
2972,4,427,숙대입구,2025-11,969812
2973,4,428,삼각지(4),2025-11,471305
2974,4,429,신용산,2025-11,1352901
2975,4,430,이촌,2025-11,680423
2976,4,431,동작,2025-11,147905
2977,4,432,이수(총신대입구),2025-11,1231783
2978,4,433,사당(4),2025-11,1548973
2979,4,434,남태령,2025-11,81405
2980,5,2511,방화,2025-11,412501
2981,5,2512,개화산,2025-11,360212
2982,5,2513,김포공항(5),2025-11,660072
2983,5,2514,송정,2025-11,373018
2984,5,2515,마곡,2025-11,880630
2985,5,2516,발산,2025-11,1424242
2986,5,2517,우장산,2025-11,887665
2987,5,2518,화곡,2025-11,1638128
2988,5,2519,까치산(5),2025-11,1611296
2989,5,2520,신정,2025-11,735603
2990,5,2521,목동,2025-11,1016270
2991,5,2522,오목교,2025-11,1291380
2992,5,2523,양평(5),2025-11,472781
2993,5,2524,영등포구청(5),2025-11,300582
2994,5,2525,영등포시장,2025-11,734445
2995,5,2526,신길(5),2025-11,303872
2996,5,2527,여의도(5),2025-11,1681463
2997,5,2528,여의나루,2025-11,836976
2998,5,2529,마포,2025-11,859345
2999,5,2530,공덕(5),2025-11,859054
3000,5,2531,애오개,2025-11,391275
3001,5,2532,충정로(5),2025-11,285660
3002,5,2533,서대문,2025-11,1104411
3003,5,2534,광화문,2025-11,2077373
3004,5,2535,종로3가(5),2025-11,969478
3005,5,2536,을지로4가(5),2025-11,393245
3006,5,2537,동대문역사문화공원(5),2025-11,193800
3007,5,2538,청구(5),2025-11,199415
3008,5,2539,신금호,2025-11,385868
3009,5,2540,행당,2025-11,450530
3010,5,2541,왕십리(5),2025-11,300339
3011,5,2542,마장,2025-11,346955
3012,5,2543,답십리,2025-11,931516
3013,5,2544,장한평,2025-11,1167663
3014,5,2545,군자(5),2025-11,782534
3015,5,2546,아차산,2025-11,941171
3016,5,2547,광나루,2025-11,705436
3017,5,2548,천호(5),2025-11,1220491
3018,5,2549,강동,2025-11,1108127
3019,5,2550,길동,2025-11,536203
3020,5,2551,굽은다리,2025-11,575455
3021,5,2552,명일,2025-11,494641
3022,5,2553,고덕,2025-11,613765
3023,5,2554,상일동,2025-11,848711
3024,5,2555,둔촌동,2025-11,795154
3025,5,2556,올림픽공원(5),2025-11,340543
3026,5,2557,방이,2025-11,467833
3027,5,2558,오금(5),2025-11,218804
3028,5,2559,개롱,2025-11,393835
3029,5,2560,거여,2025-11,592298
3030,5,2561,마천,2025-11,409363
3031,5,2562,강일,2025-11,354087
3032,5,2563,미사,2025-11,1092319
3033,5,2564,하남풍산,2025-11,276010
3034,5,2565,하남시청,2025-11,512217
