연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
1,1,150,서울역(1),2025-01,3651931
2,1,151,시청(1),2025-01,1406021
3,1,152,종각,2025-01,2017031
4,1,153,종로3가(1),2025-01,1338823
5,1,154,종로5가,2025-01,1230222
6,1,155,동대문(1),2025-01,672217
7,1,156,신설동(1),2025-01,733910
8,1,157,제기동,2025-01,993419
9,1,158,청량리,2025-01,1276850
10,1,159,동묘앞(1),2025-01,568172
11,2,201,시청(2),2025-01,1306894
12,2,202,을지로입구,2025-01,2608970
13,2,203,을지로3가(2),2025-01,1269031
14,2,204,을지로4가(2),2025-01,726011
15,2,205,동대문역사문화공원(2),2025-01,864001
16,2,206,신당(2),2025-01,834440
17,2,207,상왕십리,2025-01,748897
18,2,208,왕십리(2),2025-01,799358
19,2,209,한양대,2025-01,430221
20,2,210,뚝섬,2025-01,1273203
21,2,211,성수,2025-01,2552525
22,2,212,건대입구(2),2025-01,2055200
23,2,213,구의,2025-01,1307473
24,2,214,강변,2025-01,1494434
25,2,215,잠실나루,2025-01,742682
26,2,216,잠실(2),2025-01,4224552
27,2,217,잠실새내,2025-01,1240750
28,2,218,종합운동장(2),2025-01,439098
29,2,219,삼성,2025-01,2742473
30,2,220,선릉,2025-01,2637324
31,2,221,역삼,2025-01,2619344
32,2,222,강남,2025-01,4275761
33,2,223,교대(2),2025-01,1694655
34,2,224,서초,2025-01,1096554
35,2,225,방배,2025-01,806955
36,2,226,사당(2),2025-01,2498343
37,2,227,낙성대,2025-01,1421879
38,2,228,서울대입구,2025-01,2399787
39,2,229,봉천,2025-01,1243714
40,2,230,신림,2025-01,2960403
41,2,231,신대방,2025-01,1324474
42,2,232,구로디지털단지,2025-01,2959904
43,2,233,대림(2),2025-01,1335774
44,2,234,신도림,2025-01,2715893
45,2,235,문래,2025-01,1218582
46,2,236,영등포구청(2),2025-01,1192042
47,2,237,당산,2025-01,1016099
48,2,238,합정(2),2025-01,1823923
49,2,239,홍대입구,2025-01,4260700
50,2,240,신촌,2025-01,1996789
51,2,241,이대,2025-01,810368
52,2,242,아현,2025-01,550704
53,2,243,충정로(2),2025-01,530453
54,2,244,용답,2025-01,158621
55,2,245,신답,2025-01,88801
56,2,246,신설동(2),2025-01,206550
57,2,247,도림천,2025-01,71872
58,2,248,양천구청,2025-01,365539
59,2,249,신정네거리,2025-01,547053
60,2,250,용두,2025-01,141675
61,3,309,지축,2025-01,406161
62,3,310,구파발,2025-01,1146437
63,3,311,연신내(3),2025-01,1906266
64,3,312,불광(3),2025-01,917319
65,3,313,녹번,2025-01,760594
66,3,314,홍제,2025-01,918176
67,3,315,무악재,2025-01,228672
68,3,316,독립문,2025-01,409018
69,3,317,경복궁,2025-01,1333443
70,3,318,안국,2025-01,1432565
71,3,319,종로3가(3),2025-01,598672
72,3,320,을지로3가(3),2025-01,613838
73,3,322,동대입구,2025-01,534603
74,3,323,약수(3),2025-01,665404
75,3,324,금호,2025-01,423599
76,3,325,옥수,2025-01,493844
77,3,326,압구정,2025-01,1705627
78,3,327,신사,2025-01,1516451
79,3,328,잠원,2025-01,257092
80,3,329,고속터미널(3),2025-01,2808198
81,3,330,교대(3),2025-01,655280
82,3,331,남부터미널,2025-01,1708367
83,3,332,양재,2025-01,1924684
84,3,333,매봉,2025-01,622514
85,3,334,도곡,2025-01,305397
86,3,335,대치,2025-01,696233
87,3,336,학여울,2025-01,118256
88,3,337,대청,2025-01,533376
89,3,338,일원,2025-01,544229
90,3,339,수서,2025-01,1035028
91,3,340,가락시장(3),2025-01,486305
92,3,341,경찰병원,2025-01,388857
93,3,342,오금(3),2025-01,322546
94,4,409,불암산,2025-01,492616
95,4,410,상계,2025-01,1012416
96,4,411,노원(4),2025-01,1211873
97,4,412,창동,2025-01,1504098
98,4,413,쌍문,2025-01,1511500
99,4,414,수유,2025-01,1837088
100,4,415,미아,2025-01,797427
101,4,416,미아사거리,2025-01,1405470
102,4,417,길음,2025-01,1092269
103,4,418,성신여대입구,2025-01,1140197
104,4,419,한성대입구,2025-01,690889
105,4,420,혜화,2025-01,1974673
106,4,421,동대문(4),2025-01,950290
107,4,422,동대문역사문화공원(4),2025-01,962340
108,4,423,충무로(4),2025-01,1515348
109,4,424,명동,2025-01,1910647
110,4,425,회현,2025-01,1405268
111,4,426,서울역(4),2025-01,931308
112,4,427,숙대입구,2025-01,741413
113,4,428,삼각지(4),2025-01,386589
114,4,429,신용산,2025-01,1172104
115,4,430,이촌,2025-01,567738
116,4,431,동작,2025-01,101253
117,4,432,이수(총신대입구),2025-01,1093420
118,4,433,사당(4),2025-01,1185093
119,4,434,남태령,2025-01,69238
120,5,2511,방화,2025-01,365174
121,5,2512,개화산,2025-01,324213
122,5,2513,김포공항(5),2025-01,584871
123,5,2514,송정,2025-01,339937
124,5,2515,마곡,2025-01,599923
125,5,2516,발산,2025-01,1233352
126,5,2517,우장산,2025-01,770665
127,5,2518,화곡,2025-01,1451469
128,5,2519,까치산(5),2025-01,1449843
129,5,2520,신정,2025-01,644243
130,5,2521,목동,2025-01,890614
131,5,2522,오목교,2025-01,1147693
132,5,2523,양평(5),2025-01,399264
133,5,2524,영등포구청(5),2025-01,256195
134,5,2525,영등포시장,2025-01,638701
135,5,2526,신길(5),2025-01,262829
136,5,2527,여의도(5),2025-01,1483903
137,5,2528,여의나루,2025-01,588692
138,5,2529,마포,2025-01,764086
139,5,2530,공덕(5),2025-01,767644
140,5,2531,애오개,2025-01,378130
141,5,2532,충정로(5),2025-01,248450
142,5,2533,서대문,2025-01,977686
143,5,2534,광화문,2025-01,1825856
144,5,2535,종로3가(5),2025-01,831347
145,5,2536,을지로4가(5),2025-01,324601
146,5,2537,동대문역사문화공원(5),2025-01,173222
147,5,2538,청구(5),2025-01,189026
148,5,2539,신금호,2025-01,338187
149,5,2540,행당,2025-01,402266
150,5,2541,왕십리(5),2025-01,273532
151,5,2542,마장,2025-01,306673
152,5,2543,답십리,2025-01,834161
153,5,2544,장한평,2025-01,1029932
154,5,2545,군자(5),2025-01,664782
155,5,2546,아차산,2025-01,778464
156,5,2547,광나루,2025-01,594607
157,5,2548,천호(5),2025-01,1081469
158,5,2549,강동,2025-01,985007
159,5,2550,길동,2025-01,483525
160,5,2551,굽은다리,2025-01,527397
161,5,2552,명일,2025-01,440277
162,5,2553,고덕,2025-01,526498
163,5,2554,상일동,2025-01,747074
164,5,2555,둔촌동,2025-01,573302
165,5,2556,올림픽공원(5),2025-01,240894
166,5,2557,방이,2025-01,401197
167,5,2558,오금(5),2025-01,187443
168,5,2559,개롱,2025-01,351721
169,5,2560,거여,2025-01,517050
170,5,2561,마천,2025-01,365985
171,5,2562,강일,2025-01,308281
172,5,2563,미사,2025-01,981139
173,5,2564,하남풍산,2025-01,247697
174,5,2565,하남시청,2025-01,450124
175,5,2566,하남검단산,2025-01,365614
176,6,2611,응암,2025-01,941611
177,6,2612,역촌,2025-01,216398
178,6,2613,불광(6),2025-01,250151
179,6,2614,독바위,2025-01,151294
180,6,2616,구산,2025-01,383893
181,6,2617,새절,2025-01,637931
182,6,2618,증산,2025-01,502379
183,6,2619,디지털미디어시티(6),2025-01,785343
184,6,2620,월드컵경기장,2025-01,248635
185,6,2621,마포구청,2025-01,725331
186,6,2622,망원,2025-01,920879
187,6,2623,합정(6),2025-01,744650
188,6,2624,상수,2025-01,578183
189,6,2625,광흥창,2025-01,477324
190,6,2626,대흥,2025-01,471994
191,6,2627,공덕(6),2025-01,989527
192,6,2628,효창공원앞,2025-01,365203
193,6,2629,삼각지(6),2025-01,374369
194,6,2630,녹사평,2025-01,273512
195,6,2631,이태원,2025-01,680787
196,6,2632,한강진,2025-01,965006
197,6,2633,버티고개,2025-01,146947
198,6,2634,약수(6),2025-01,207984
199,6,2635,청구(6),2025-01,197987
200,6,2636,신당(6),2025-01,462311
201,6,2637,동묘앞(6),2025-01,492579
202,6,2638,창신,2025-01,166702
203,6,2639,보문,2025-01,401486
204,6,2640,안암,2025-01,564261
205,6,2641,고려대,2025-01,410434
206,6,2642,월곡,2025-01,591925
207,6,2643,상월곡,2025-01,316842
208,6,2644,돌곶이,2025-01,509050
209,6,2645,석계(6),2025-01,658413
210,6,2646,태릉입구(6),2025-01,314983
211,6,2647,화랑대,2025-01,518464
212,6,2648,봉화산,2025-01,446145
213,7,2711,장암,2025-01,98769
214,7,2712,도봉산(7),2025-01,489684
215,7,2713,수락산,2025-01,666548
216,7,2714,마들,2025-01,697417
217,7,2715,노원(7),2025-01,1128530
218,7,2716,중계,2025-01,722614
219,7,2717,하계,2025-01,914397
220,7,2718,공릉,2025-01,640344
221,7,2719,태릉입구(7),2025-01,427105
222,7,2720,먹골,2025-01,540706
223,7,2721,중화,2025-01,551105
224,7,2722,상봉(7),2025-01,937884
225,7,2723,면목,2025-01,746732
226,7,2724,사가정,2025-01,862335
227,7,2725,용마산,2025-01,300083
228,7,2726,중곡,2025-01,551124
229,7,2727,군자(7),2025-01,725424
230,7,2728,어린이대공원,2025-01,692971
231,7,2729,건대입구(7),2025-01,744349
232,7,2730,자양,2025-01,442974
233,7,2731,청담,2025-01,949456
234,7,2732,강남구청,2025-01,845470
235,7,2733,학동,2025-01,1157760
236,7,2734,논현,2025-01,974217
237,7,2735,반포,2025-01,325771
238,7,2736,고속터미널(7),2025-01,917466
239,7,2737,내방,2025-01,755354
240,7,2738,이수(7),2025-01,878022
241,7,2739,남성,2025-01,575040
242,7,2740,숭실대입구,2025-01,624274
243,7,2741,상도,2025-01,593377
244,7,2742,장승배기,2025-01,482084
245,7,2743,신대방삼거리,2025-01,769925
246,7,2744,보라매,2025-01,355905
247,7,2745,신풍,2025-01,604356
248,7,2746,대림(7),2025-01,550087
249,7,2747,남구로,2025-01,786248
250,7,2748,가산디지털단지(7),2025-01,2058415
251,7,2749,철산,2025-01,1126167
252,7,2750,광명사거리,2025-01,1134409
253,7,2751,천왕,2025-01,584565
254,7,2752,온수(7),2025-01,465700
255,8,2810,암사역사공원,2025-01,287347
256,8,2811,암사,2025-01,859047
257,8,2812,천호(8),2025-01,1011708
258,8,2813,강동구청,2025-01,568206
259,8,2814,몽촌토성,2025-01,397504
260,8,2815,잠실(8),2025-01,1156705
261,8,2816,석촌(8),2025-01,515571
262,8,2817,송파,2025-01,511824
263,8,2818,가락시장(8),2025-01,499964
264,8,2819,문정,2025-01,1126866
265,8,2820,장지,2025-01,885511
266,8,2821,복정(8),2025-01,450372
267,8,2822,산성,2025-01,322173
268,8,2823,남한산성입구,2025-01,638916
269,8,2824,단대오거리,2025-01,621645
270,8,2825,신흥,2025-01,291374
271,8,2826,수진,2025-01,292648
272,8,2827,모란(8),2025-01,262511
273,8,2828,남위례,2025-01,381578
274,9,4126,언주,2025-01,348051
275,9,4127,선정릉,2025-01,296145
276,9,4128,삼성중앙,2025-01,234003
277,9,4129,봉은사,2025-01,636307
278,9,4130,종합운동장(9),2025-01,155160
279,9,4131,삼전,2025-01,274290
280,9,4132,석촌고분,2025-01,238853
281,9,4133,석촌(9),2025-01,310648
282,9,4134,송파나루,2025-01,204918
283,9,4135,한성백제,2025-01,108570
284,9,4136,올림픽공원(9),2025-01,256233
285,9,4137,둔촌오륜,2025-01,91575
286,9,4138,중앙보훈병원,2025-01,374134
287,1,150,서울역(1),2025-02,3711387
288,1,151,시청(1),2025-02,1455003
289,1,152,종각,2025-02,2113603
290,1,153,종로3가(1),2025-02,1371874
291,1,154,종로5가,2025-02,1276961
292,1,155,동대문(1),2025-02,644515
293,1,156,신설동(1),2025-02,749105
294,1,157,제기동,2025-02,923218
295,1,158,청량리,2025-02,1236553
296,1,159,동묘앞(1),2025-02,569689
297,2,201,시청(2),2025-02,1384852
298,2,202,을지로입구,2025-02,2684147
299,2,203,을지로3가(2),2025-02,1350977
300,2,204,을지로4가(2),2025-02,755198
301,2,205,동대문역사문화공원(2),2025-02,875608
302,2,206,신당(2),2025-02,839201
303,2,207,상왕십리,2025-02,771873
304,2,208,왕십리(2),2025-02,822110
305,2,209,한양대,2025-02,443313
306,2,210,뚝섬,2025-02,1379099
307,2,211,성수,2025-02,2710410
308,2,212,건대입구(2),2025-02,2055683
309,2,213,구의,2025-02,1337258
310,2,214,강변,2025-02,1495603
311,2,215,잠실나루,2025-02,774155
312,2,216,잠실(2),2025-02,4393072
313,2,217,잠실새내,2025-02,1279390
314,2,218,종합운동장(2),2025-02,450588
315,2,219,삼성,2025-02,2936837
316,2,220,선릉,2025-02,2864473
317,2,221,역삼,2025-02,2859466
318,2,222,강남,2025-02,4491783
319,2,223,교대(2),2025-02,1795985
320,2,224,서초,2025-02,1184892
321,2,225,방배,2025-02,852891
322,2,226,사당(2),2025-02,2439123
323,2,227,낙성대,2025-02,1466328
324,2,228,서울대입구,2025-02,2487404
325,2,229,봉천,2025-02,1295092
326,2,230,신림,2025-02,2991936
327,2,231,신대방,2025-02,1337433
328,2,232,구로디지털단지,2025-02,3091966
329,2,233,대림(2),2025-02,1328264
330,2,234,신도림,2025-02,2799335
331,2,235,문래,2025-02,1300707
332,2,236,영등포구청(2),2025-02,1250314
333,2,237,당산,2025-02,1064570
334,2,238,합정(2),2025-02,1875778
335,2,239,홍대입구,2025-02,4282520
336,2,240,신촌,2025-02,2023486
337,2,241,이대,2025-02,861100
338,2,242,아현,2025-02,554440
339,2,243,충정로(2),2025-02,558032
340,2,244,용답,2025-02,158693
341,2,245,신답,2025-02,92129
342,2,246,신설동(2),2025-02,215256
343,2,247,도림천,2025-02,75159
344,2,248,양천구청,2025-02,382477
345,2,249,신정네거리,2025-02,565421
346,2,250,용두,2025-02,140102
347,3,309,지축,2025-02,413129
348,3,310,구파발,2025-02,1161287
349,3,311,연신내(3),2025-02,1918273
350,3,312,불광(3),2025-02,938514
351,3,313,녹번,2025-02,779797
352,3,314,홍제,2025-02,934419
353,3,315,무악재,2025-02,231927
354,3,316,독립문,2025-02,423339
355,3,317,경복궁,2025-02,1337619
356,3,318,안국,2025-02,1522676
357,3,319,종로3가(3),2025-02,643193
358,3,320,을지로3가(3),2025-02,645132
359,3,322,동대입구,2025-02,541144
360,3,323,약수(3),2025-02,672891
361,3,324,금호,2025-02,426144
362,3,325,옥수,2025-02,493250
363,3,326,압구정,2025-02,1730702
364,3,327,신사,2025-02,1565581
365,3,328,잠원,2025-02,266793
366,3,329,고속터미널(3),2025-02,2736944
367,3,330,교대(3),2025-02,694767
368,3,331,남부터미널,2025-02,1800870
369,3,332,양재,2025-02,2055275
370,3,333,매봉,2025-02,664750
371,3,334,도곡,2025-02,324727
372,3,335,대치,2025-02,711647
373,3,336,학여울,2025-02,144924
374,3,337,대청,2025-02,556304
375,3,338,일원,2025-02,573974
376,3,339,수서,2025-02,1050497
377,3,340,가락시장(3),2025-02,485938
378,3,341,경찰병원,2025-02,408328
379,3,342,오금(3),2025-02,335833
380,4,409,불암산,2025-02,489768
381,4,410,상계,2025-02,1023627
382,4,411,노원(4),2025-02,1220103
383,4,412,창동,2025-02,1502343
384,4,413,쌍문,2025-02,1530910
385,4,414,수유,2025-02,1849309
386,4,415,미아,2025-02,821135
387,4,416,미아사거리,2025-02,1425571
388,4,417,길음,2025-02,1125319
389,4,418,성신여대입구,2025-02,1162563
390,4,419,한성대입구,2025-02,708750
391,4,420,혜화,2025-02,2031292
392,4,421,동대문(4),2025-02,1028259
393,4,422,동대문역사문화공원(4),2025-02,992755
394,4,423,충무로(4),2025-02,1603357
395,4,424,명동,2025-02,1880873
396,4,425,회현,2025-02,1491172
397,4,426,서울역(4),2025-02,970788
398,4,427,숙대입구,2025-02,781364
399,4,428,삼각지(4),2025-02,400678
400,4,429,신용산,2025-02,1204146
401,4,430,이촌,2025-02,596565
402,4,431,동작,2025-02,104467
403,4,432,이수(총신대입구),2025-02,1101612
404,4,433,사당(4),2025-02,1355874
405,4,434,남태령,2025-02,69984
406,5,2511,방화,2025-02,369797
407,5,2512,개화산,2025-02,319839
408,5,2513,김포공항(5),2025-02,567937
409,5,2514,송정,2025-02,342612
410,5,2515,마곡,2025-02,696966
411,5,2516,발산,2025-02,1287878
412,5,2517,우장산,2025-02,793883
413,5,2518,화곡,2025-02,1494953
414,5,2519,까치산(5),2025-02,1473706
415,5,2520,신정,2025-02,658876
416,5,2521,목동,2025-02,926703
417,5,2522,오목교,2025-02,1205891
418,5,2523,양평(5),2025-02,425165
419,5,2524,영등포구청(5),2025-02,269415
420,5,2525,영등포시장,2025-02,674028
421,5,2526,신길(5),2025-02,272698
422,5,2527,여의도(5),2025-02,1611263
423,5,2528,여의나루,2025-02,644016
424,5,2529,마포,2025-02,802233
425,5,2530,공덕(5),2025-02,800377
426,5,2531,애오개,2025-02,346975
427,5,2532,충정로(5),2025-02,266156
428,5,2533,서대문,2025-02,1051197
429,5,2534,광화문,2025-02,1903771
430,5,2535,종로3가(5),2025-02,847991
431,5,2536,을지로4가(5),2025-02,342104
432,5,2537,동대문역사문화공원(5),2025-02,186048
433,5,2538,청구(5),2025-02,197288
434,5,2539,신금호,2025-02,349542
435,5,2540,행당,2025-02,414408
436,5,2541,왕십리(5),2025-02,280394
437,5,2542,마장,2025-02,305652
438,5,2543,답십리,2025-02,866242
439,5,2544,장한평,2025-02,1077352
440,5,2545,군자(5),2025-02,685730
441,5,2546,아차산,2025-02,792492
442,5,2547,광나루,2025-02,598531
443,5,2548,천호(5),2025-02,1097615
444,5,2549,강동,2025-02,1022922
445,5,2550,길동,2025-02,492007
446,5,2551,굽은다리,2025-02,545089
447,5,2552,명일,2025-02,458236
448,5,2553,고덕,2025-02,555329
449,5,2554,상일동,2025-02,774951
450,5,2555,둔촌동,2025-02,647326
451,5,2556,올림픽공원(5),2025-02,261579
452,5,2557,방이,2025-02,420087
453,5,2558,오금(5),2025-02,196179
454,5,2559,개롱,2025-02,367761
455,5,2560,거여,2025-02,532827
456,5,2561,마천,2025-02,377285
457,5,2562,강일,2025-02,318533
458,5,2563,미사,2025-02,1009958
459,5,2564,하남풍산,2025-02,257331
460,5,2565,하남시청,2025-02,461000
461,5,2566,하남검단산,2025-02,360878
462,6,2611,응암,2025-02,953106
463,6,2612,역촌,2025-02,223639
464,6,2613,불광(6),2025-02,253703
465,6,2614,독바위,2025-02,152292
466,6,2616,구산,2025-02,393943
467,6,2617,새절,2025-02,648856
468,6,2618,증산,2025-02,505650
469,6,2619,디지털미디어시티(6),2025-02,821707
470,6,2620,월드컵경기장,2025-02,269204
471,6,2621,마포구청,2025-02,755184
472,6,2622,망원,2025-02,925125
473,6,2623,합정(6),2025-02,760366
474,6,2624,상수,2025-02,579212
475,6,2625,광흥창,2025-02,507956
476,6,2626,대흥,2025-02,484306
477,6,2627,공덕(6),2025-02,1009227
478,6,2628,효창공원앞,2025-02,377436
479,6,2629,삼각지(6),2025-02,384836
480,6,2630,녹사평,2025-02,274092
481,6,2631,이태원,2025-02,631972
482,6,2632,한강진,2025-02,589647
483,6,2633,버티고개,2025-02,120647
484,6,2634,약수(6),2025-02,200475
485,6,2635,청구(6),2025-02,204206
486,6,2636,신당(6),2025-02,459688
487,6,2637,동묘앞(6),2025-02,501618
488,6,2638,창신,2025-02,167059
489,6,2639,보문,2025-02,415867
490,6,2640,안암,2025-02,615531
491,6,2641,고려대,2025-02,438898
492,6,2642,월곡,2025-02,611114
493,6,2643,상월곡,2025-02,325334
494,6,2644,돌곶이,2025-02,529462
495,6,2645,석계(6),2025-02,663356
496,6,2646,태릉입구(6),2025-02,324047
497,6,2647,화랑대,2025-02,535604
498,6,2648,봉화산,2025-02,456505
499,7,2711,장암,2025-02,102946
500,7,2712,도봉산(7),2025-02,496039
501,7,2713,수락산,2025-02,672975
502,7,2714,마들,2025-02,710157
503,7,2715,노원(7),2025-02,1150999
504,7,2716,중계,2025-02,748197
505,7,2717,하계,2025-02,949158
506,7,2718,공릉,2025-02,650402
507,7,2719,태릉입구(7),2025-02,435952
508,7,2720,먹골,2025-02,554889
509,7,2721,중화,2025-02,567039
510,7,2722,상봉(7),2025-02,951558
511,7,2723,면목,2025-02,769747
512,7,2724,사가정,2025-02,871599
513,7,2725,용마산,2025-02,304580
514,7,2726,중곡,2025-02,568622
515,7,2727,군자(7),2025-02,741040
516,7,2728,어린이대공원,2025-02,739956
517,7,2729,건대입구(7),2025-02,759326
518,7,2730,자양,2025-02,441805
519,7,2731,청담,2025-02,1022262
520,7,2732,강남구청,2025-02,920000
521,7,2733,학동,2025-02,1260318
522,7,2734,논현,2025-02,1026531
523,7,2735,반포,2025-02,340830
524,7,2736,고속터미널(7),2025-02,894565
525,7,2737,내방,2025-02,788365
526,7,2738,이수(7),2025-02,908768
527,7,2739,남성,2025-02,588442
528,7,2740,숭실대입구,2025-02,640071
529,7,2741,상도,2025-02,606638
530,7,2742,장승배기,2025-02,497921
531,7,2743,신대방삼거리,2025-02,789821
532,7,2744,보라매,2025-02,373629
533,7,2745,신풍,2025-02,625524
534,7,2746,대림(7),2025-02,503219
535,7,2747,남구로,2025-02,815506
536,7,2748,가산디지털단지(7),2025-02,2240320
537,7,2749,철산,2025-02,1149331
538,7,2750,광명사거리,2025-02,1144914
539,7,2751,천왕,2025-02,600250
540,7,2752,온수(7),2025-02,484184
541,8,2810,암사역사공원,2025-02,303225
542,8,2811,암사,2025-02,873251
543,8,2812,천호(8),2025-02,1029639
544,8,2813,강동구청,2025-02,589948
545,8,2814,몽촌토성,2025-02,410412
546,8,2815,잠실(8),2025-02,1165826
547,8,2816,석촌(8),2025-02,533323
548,8,2817,송파,2025-02,525396
549,8,2818,가락시장(8),2025-02,492075
550,8,2819,문정,2025-02,1244973
551,8,2820,장지,2025-02,916520
552,8,2821,복정(8),2025-02,470643
553,8,2822,산성,2025-02,332574
554,8,2823,남한산성입구,2025-02,648840
555,8,2824,단대오거리,2025-02,633747
556,8,2825,신흥,2025-02,295738
557,8,2826,수진,2025-02,295603
558,8,2827,모란(8),2025-02,255167
559,8,2828,남위례,2025-02,401582
560,9,4126,언주,2025-02,377613
561,9,4127,선정릉,2025-02,324322
562,9,4128,삼성중앙,2025-02,256995
563,9,4129,봉은사,2025-02,693554
564,9,4130,종합운동장(9),2025-02,163097
565,9,4131,삼전,2025-02,286349
566,9,4132,석촌고분,2025-02,249815
567,9,4133,석촌(9),2025-02,325105
568,9,4134,송파나루,2025-02,215167
569,9,4135,한성백제,2025-02,113289
570,9,4136,올림픽공원(9),2025-02,284511
571,9,4137,둔촌오륜,2025-02,121227
572,9,4138,중앙보훈병원,2025-02,400160
573,1,150,서울역(1),2025-03,4279789
574,1,151,시청(1),2025-03,1701050
575,1,152,종각,2025-03,2382167
576,1,153,종로3가(1),2025-03,1615925
577,1,154,종로5가,2025-03,1479869
578,1,155,동대문(1),2025-03,788176
579,1,156,신설동(1),2025-03,870923
580,1,157,제기동,2025-03,1075066
581,1,158,청량리,2025-03,1438380
582,1,159,동묘앞(1),2025-03,723151
583,2,201,시청(2),2025-03,1514311
584,2,202,을지로입구,2025-03,2990921
585,2,203,을지로3가(2),2025-03,1496411
586,2,204,을지로4가(2),2025-03,877833
587,2,205,동대문역사문화공원(2),2025-03,1049142
588,2,206,신당(2),2025-03,944131
589,2,207,상왕십리,2025-03,869826
590,2,208,왕십리(2),2025-03,972937
591,2,209,한양대,2025-03,862610
592,2,210,뚝섬,2025-03,1542713
593,2,211,성수,2025-03,3060063
594,2,212,건대입구(2),2025-03,2414336
595,2,213,구의,2025-03,1480197
596,2,214,강변,2025-03,1639522
597,2,215,잠실나루,2025-03,849564
598,2,216,잠실(2),2025-03,4734022
599,2,217,잠실새내,2025-03,1455516
600,2,218,종합운동장(2),2025-03,860714
601,2,219,삼성,2025-03,3163942
602,2,220,선릉,2025-03,3030859
603,2,221,역삼,2025-03,2960115
604,2,222,강남,2025-03,4691622
605,2,223,교대(2),2025-03,1961106
606,2,224,서초,2025-03,1291578
607,2,225,방배,2025-03,1110371
608,2,226,사당(2),2025-03,2752001
609,2,227,낙성대,2025-03,1679193
610,2,228,서울대입구,2025-03,2844624
611,2,229,봉천,2025-03,1435822
612,2,230,신림,2025-03,3328475
613,2,231,신대방,2025-03,1500237
614,2,232,구로디지털단지,2025-03,3331041
615,2,233,대림(2),2025-03,1520688
616,2,234,신도림,2025-03,3133246
617,2,235,문래,2025-03,1395515
618,2,236,영등포구청(2),2025-03,1360836
619,2,237,당산,2025-03,1208982
620,2,238,합정(2),2025-03,2074241
621,2,239,홍대입구,2025-03,4880356
622,2,240,신촌,2025-03,2500130
623,2,241,이대,2025-03,1186165
624,2,242,아현,2025-03,658712
625,2,243,충정로(2),2025-03,625371
626,2,244,용답,2025-03,204697
627,2,245,신답,2025-03,103583
628,2,246,신설동(2),2025-03,253452
629,2,247,도림천,2025-03,81044
630,2,248,양천구청,2025-03,427818
631,2,249,신정네거리,2025-03,635292
632,2,250,용두,2025-03,161213
633,3,309,지축,2025-03,465270
634,3,310,구파발,2025-03,1303461
635,3,311,연신내(3),2025-03,2197528
636,3,312,불광(3),2025-03,1090222
637,3,313,녹번,2025-03,894775
638,3,314,홍제,2025-03,1111280
639,3,315,무악재,2025-03,264001
640,3,316,독립문,2025-03,530398
641,3,317,경복궁,2025-03,1909081
642,3,318,안국,2025-03,1958489
643,3,319,종로3가(3),2025-03,747280
644,3,320,을지로3가(3),2025-03,718779
645,3,322,동대입구,2025-03,763888
646,3,323,약수(3),2025-03,766288
647,3,324,금호,2025-03,480618
648,3,325,옥수,2025-03,565171
649,3,326,압구정,2025-03,1878250
650,3,327,신사,2025-03,1670666
651,3,328,잠원,2025-03,308815
652,3,329,고속터미널(3),2025-03,3052691
653,3,330,교대(3),2025-03,777931
654,3,331,남부터미널,2025-03,1877953
655,3,332,양재,2025-03,2249951
656,3,333,매봉,2025-03,723449
657,3,334,도곡,2025-03,369258
658,3,335,대치,2025-03,759001
659,3,336,학여울,2025-03,172212
660,3,337,대청,2025-03,626312
661,3,338,일원,2025-03,637171
662,3,339,수서,2025-03,1162051
663,3,340,가락시장(3),2025-03,540825
664,3,341,경찰병원,2025-03,437718
665,3,342,오금(3),2025-03,372524
666,4,409,불암산,2025-03,561181
667,4,410,상계,2025-03,1165661
668,4,411,노원(4),2025-03,1376284
669,4,412,창동,2025-03,1692629
670,4,413,쌍문,2025-03,1731390
671,4,414,수유,2025-03,2119393
672,4,415,미아,2025-03,978688
673,4,416,미아사거리,2025-03,1601027
674,4,417,길음,2025-03,1358749
675,4,418,성신여대입구,2025-03,1437859
676,4,419,한성대입구,2025-03,922697
677,4,420,혜화,2025-03,2347791
678,4,421,동대문(4),2025-03,1212289
679,4,422,동대문역사문화공원(4),2025-03,1162210
680,4,423,충무로(4),2025-03,1942480
681,4,424,명동,2025-03,2417586
682,4,425,회현,2025-03,1768955
683,4,426,서울역(4),2025-03,1093946
684,4,427,숙대입구,2025-03,985352
685,4,428,삼각지(4),2025-03,451962
686,4,429,신용산,2025-03,1285877
687,4,430,이촌,2025-03,569980
688,4,431,동작,2025-03,135884
689,4,432,이수(총신대입구),2025-03,1251663
690,4,433,사당(4),2025-03,1561944
691,4,434,남태령,2025-03,95640
692,5,2511,방화,2025-03,417680
693,5,2512,개화산,2025-03,355661
694,5,2513,김포공항(5),2025-03,628378
695,5,2514,송정,2025-03,383747
696,5,2515,마곡,2025-03,756813
697,5,2516,발산,2025-03,1402893
698,5,2517,우장산,2025-03,903714
699,5,2518,화곡,2025-03,1664903
700,5,2519,까치산(5),2025-03,1644954
701,5,2520,신정,2025-03,725210
702,5,2521,목동,2025-03,1042475
703,5,2522,오목교,2025-03,1329727
704,5,2523,양평(5),2025-03,458569
705,5,2524,영등포구청(5),2025-03,297396
706,5,2525,영등포시장,2025-03,745980
707,5,2526,신길(5),2025-03,310271
708,5,2527,여의도(5),2025-03,1732554
